filename Fx Fy Fz Ft Fn
1051.jpg 0.80 -1.00 18.20 1.28 18.20
1052.jpg 1.00 -1.10 18.20 1.49 18.20
1053.jpg 1.10 -0.90 18.30 1.42 18.30
1054.jpg 0.90 -0.90 18.40 1.27 18.40
1055.jpg 1.30 1.90 20.60 2.30 20.60
1056.jpg 1.70 2.50 20.80 3.02 20.80
1057.jpg 1.40 2.60 20.70 2.95 20.70
1058.jpg 1.50 2.30 20.70 2.75 20.70
1059.jpg 1.60 1.80 20.60 2.41 20.60
1060.jpg 1.60 1.60 20.70 2.26 20.70
1061.jpg 1.80 1.20 20.40 2.16 20.40
1062.jpg 1.50 1.10 20.20 1.86 20.20
1063.jpg 1.60 0.90 20.10 1.84 20.10
1064.jpg 1.40 0.60 20.50 1.52 20.50
1065.jpg 1.50 0.00 20.10 1.50 20.10
1066.jpg 1.40 -0.20 20.00 1.41 20.00
1067.jpg 0.80 -1.60 19.70 1.79 19.70
1068.jpg 0.70 -1.70 19.90 1.84 19.90
1069.jpg 0.80 -2.40 19.70 2.53 19.70
1070.jpg 0.60 -2.30 19.80 2.38 19.80
1071.jpg 0.30 -2.10 20.20 2.12 20.20
1072.jpg 0.10 -1.90 20.10 1.90 20.10
1073.jpg 0.30 -1.80 19.70 1.82 19.70
1074.jpg 0.20 -1.50 19.20 1.51 19.20
1075.jpg 0.20 -1.40 18.80 1.41 18.80
1076.jpg 0.10 -0.90 18.70 0.91 18.70
1077.jpg -0.10 -0.80 18.30 0.81 18.30
1078.jpg 0.60 0.60 20.00 0.85 20.00
1079.jpg 0.50 1.40 20.30 1.49 20.30
1080.jpg 0.60 1.60 20.30 1.71 20.30
1081.jpg 0.60 1.70 19.90 1.80 19.90
1082.jpg 0.60 1.70 20.20 1.80 20.20
1083.jpg 0.70 1.70 19.70 1.84 19.70
1084.jpg 0.70 1.70 19.80 1.84 19.80
1085.jpg 0.70 2.00 19.40 2.12 19.40
1086.jpg 0.70 2.00 19.00 2.12 19.00
1087.jpg 0.90 1.60 18.90 1.84 18.90
1088.jpg 0.90 1.40 18.70 1.66 18.70
1089.jpg 0.70 1.00 18.20 1.22 18.20
1090.jpg 0.80 0.40 17.50 0.89 17.50
1091.jpg 1.10 0.10 15.10 1.10 15.10
1092.jpg 1.10 -0.30 17.00 1.14 17.00
1093.jpg 1.10 -0.40 17.20 1.17 17.20
1094.jpg 0.80 -0.40 17.30 0.89 17.30
1095.jpg 1.00 -0.50 17.30 1.12 17.30
1096.jpg 1.20 -0.70 16.70 1.39 16.70
1097.jpg 1.30 -0.70 16.20 1.48 16.20
1098.jpg 1.30 -0.50 15.30 1.39 15.30
1099.jpg 1.20 -0.10 14.50 1.20 14.50
1100.jpg 1.00 -0.20 14.50 1.02 14.50
1101.jpg 1.30 -0.40 14.80 1.36 14.80
1102.jpg 1.00 -0.40 14.70 1.08 14.70
1103.jpg 1.20 -0.40 14.50 1.26 14.50
1104.jpg 1.10 -0.10 14.90 1.10 14.90
1105.jpg 1.40 -0.40 15.30 1.46 15.30
1106.jpg 1.20 -0.60 15.40 1.34 15.40
1107.jpg 1.10 -0.70 15.60 1.30 15.60
1108.jpg 1.00 -0.60 15.80 1.17 15.80
1109.jpg 1.10 -0.70 15.90 1.30 15.90
1110.jpg 0.70 -0.90 15.80 1.14 15.80
1111.jpg 0.70 -1.50 15.60 1.66 15.60
1112.jpg 0.60 -0.70 14.20 0.92 14.20
1113.jpg 1.80 1.50 15.30 2.34 15.30
1114.jpg 1.40 1.60 15.50 2.13 15.50
1115.jpg 1.60 1.40 15.20 2.13 15.20
1116.jpg 1.60 0.50 14.80 1.68 14.80
1117.jpg 1.70 0.50 14.30 1.77 14.30
1118.jpg 2.00 -0.10 13.30 2.00 13.30
1119.jpg 1.90 -0.10 13.80 1.90 13.80
1120.jpg 2.30 1.20 14.30 2.59 14.30
1121.jpg 2.50 0.50 14.50 2.55 14.50
1122.jpg 2.70 -0.20 14.30 2.71 14.30
1123.jpg 2.70 -0.40 14.30 2.73 14.30
1124.jpg 2.80 -0.50 14.40 2.84 14.40
1125.jpg 2.70 -0.60 14.20 2.77 14.20
1126.jpg 2.70 -1.70 15.30 3.19 15.30
1127.jpg 2.30 -2.20 15.60 3.18 15.60
1128.jpg 2.20 -3.10 16.40 3.80 16.40
1129.jpg 1.70 -3.50 15.80 3.89 15.80
1130.jpg 1.60 -3.20 15.80 3.58 15.80
1131.jpg 0.90 -2.40 17.70 2.56 17.70
1132.jpg 0.60 -2.00 16.40 2.09 16.40
1133.jpg 0.60 -1.30 14.90 1.43 14.90
1134.jpg 0.60 -0.80 14.80 1.00 14.80
1135.jpg 0.70 -0.30 14.90 0.76 14.90
1136.jpg 0.50 0.00 14.40 0.50 14.40
1137.jpg 0.90 0.00 14.20 0.90 14.20
1138.jpg 1.00 0.20 14.20 1.02 14.20
1139.jpg 1.10 0.50 14.40 1.21 14.40
1140.jpg 1.20 0.60 14.30 1.34 14.30
1141.jpg 1.30 0.80 13.90 1.53 13.90
1142.jpg 1.20 1.40 13.40 1.84 13.40
1143.jpg 3.10 2.70 17.10 4.11 17.10
1144.jpg 3.20 1.70 21.50 3.62 21.50
1145.jpg 3.20 1.70 22.20 3.62 22.20
1146.jpg 3.50 2.00 22.30 4.03 22.30
1147.jpg 3.40 2.20 22.20 4.05 22.20
1148.jpg 3.70 1.60 22.40 4.03 22.40
1149.jpg 3.00 0.40 23.20 3.03 23.20
1150.jpg 2.60 0.30 22.60 2.62 22.60
1151.jpg 2.30 -0.60 22.10 2.38 22.10
1152.jpg 2.40 -1.00 22.40 2.60 22.40
1153.jpg 1.50 -1.50 21.20 2.12 21.20
1154.jpg 1.60 -2.30 20.00 2.80 20.00
1155.jpg 1.50 -3.00 19.00 3.35 19.00
1156.jpg 1.80 -3.00 17.20 3.50 17.20
1157.jpg 1.60 -2.50 17.10 2.97 17.10
1158.jpg 1.80 -2.60 16.80 3.16 16.80
1159.jpg 1.70 -2.40 16.80 2.94 16.80
1160.jpg 1.30 -2.10 16.60 2.47 16.60
1161.jpg 1.20 -1.90 16.60 2.25 16.60
1162.jpg 0.80 -1.70 16.70 1.88 16.70
1163.jpg 1.00 -1.60 16.70 1.89 16.70
1164.jpg 0.60 -1.80 16.80 1.90 16.80
1165.jpg 1.30 2.60 20.10 2.91 20.10
1166.jpg 1.50 2.70 20.00 3.09 20.00
1167.jpg 1.60 2.90 19.70 3.31 19.70
1168.jpg 1.60 2.90 19.40 3.31 19.40
1169.jpg 1.50 3.10 19.30 3.44 19.30
1170.jpg 1.80 3.20 19.40 3.67 19.40
1171.jpg 1.70 3.40 19.30 3.80 19.30
1172.jpg 1.90 3.40 19.30 3.89 19.30
1173.jpg 1.80 3.80 19.00 4.20 19.00
1174.jpg 1.70 3.20 18.30 3.62 18.30
1175.jpg 2.00 3.00 18.00 3.61 18.00
1176.jpg 2.10 2.50 18.20 3.26 18.20
1177.jpg 3.00 0.40 18.20 3.03 18.20
1178.jpg 3.00 0.30 18.30 3.01 18.30
1179.jpg 3.00 0.10 18.00 3.00 18.00
1180.jpg 2.60 -0.10 17.70 2.60 17.70
1181.jpg 2.40 -0.40 17.70 2.43 17.70
1182.jpg 2.20 -0.70 16.90 2.31 16.90
1183.jpg 1.90 -0.90 17.00 2.10 17.00
1184.jpg 1.90 -1.00 16.40 2.15 16.40
1185.jpg 1.90 -1.10 16.50 2.20 16.50
1186.jpg 2.00 -1.00 15.40 2.24 15.40
1187.jpg 1.90 -1.00 15.50 2.15 15.50
1188.jpg 1.90 -1.20 15.20 2.25 15.20
1189.jpg 1.70 -1.40 15.40 2.20 15.40
1190.jpg 1.50 -1.60 15.10 2.19 15.10
1191.jpg 1.30 -1.60 15.00 2.06 15.00
1192.jpg 0.00 1.80 18.50 1.80 18.50
1193.jpg -0.40 1.60 17.80 1.65 17.80
1194.jpg -0.60 2.70 17.30 2.77 17.30
1195.jpg -0.40 2.80 16.70 2.83 16.70
1196.jpg -0.20 2.70 16.60 2.71 16.60
1197.jpg 0.90 2.70 16.60 2.85 16.60
1198.jpg 1.40 2.50 17.60 2.87 17.60
1199.jpg 1.50 2.40 17.50 2.83 17.50
1200.jpg 1.60 2.60 17.80 3.05 17.80
1201.jpg 1.80 2.60 17.40 3.16 17.40
1202.jpg 1.70 2.60 17.10 3.11 17.10
1203.jpg 1.70 1.90 16.40 2.55 16.40
1204.jpg 1.90 2.10 15.40 2.83 15.40
1205.jpg 3.70 1.40 19.00 3.96 19.00
1206.jpg 3.50 1.70 18.80 3.89 18.80
1207.jpg 3.40 1.50 18.60 3.72 18.60
1208.jpg 3.10 1.20 18.70 3.32 18.70
1209.jpg 3.00 0.80 18.50 3.10 18.50
1210.jpg 2.60 0.20 18.70 2.61 18.70
1211.jpg 2.60 -0.10 19.30 2.60 19.30
1212.jpg 2.20 -0.60 19.90 2.28 19.90
1213.jpg 2.10 -0.90 19.40 2.28 19.40
1214.jpg 1.70 -1.20 21.40 2.08 21.40
1215.jpg 1.40 -2.00 21.70 2.44 21.70
1216.jpg 1.00 -2.90 22.40 3.07 22.40
1217.jpg 0.50 -3.00 22.30 3.04 22.30
1218.jpg 0.00 -2.80 22.00 2.80 22.00
1219.jpg -1.90 -1.10 25.00 2.20 25.00
1220.jpg -2.00 -0.30 25.30 2.02 25.30
1221.jpg -2.20 0.70 26.50 2.31 26.50
1222.jpg -1.80 1.00 26.20 2.06 26.20
1223.jpg -1.70 1.50 25.70 2.27 25.70
1224.jpg -1.40 2.30 24.30 2.69 24.30
1225.jpg -0.10 3.20 25.10 3.20 25.10
1226.jpg 0.30 3.20 26.40 3.21 26.40
1227.jpg 0.70 3.20 26.20 3.28 26.20
1228.jpg 1.00 3.50 24.90 3.64 24.90
1229.jpg 1.60 3.20 23.70 3.58 23.70
1230.jpg 3.20 1.20 23.00 3.42 23.00
1231.jpg 3.10 0.80 23.40 3.20 23.40
1232.jpg 2.70 0.10 23.30 2.70 23.30
1233.jpg 2.30 -1.00 23.60 2.51 23.60
1234.jpg 1.70 -1.60 24.00 2.33 24.00
1235.jpg 1.60 -1.60 23.10 2.26 23.10
1236.jpg 1.70 -1.70 23.10 2.40 23.10
1237.jpg 1.20 -2.30 23.50 2.59 23.50
1238.jpg 1.40 -2.70 23.20 3.04 23.20
1239.jpg -3.00 -1.60 24.70 3.40 24.70
1240.jpg -3.20 -1.10 24.50 3.38 24.50
1241.jpg -3.00 -0.70 23.90 3.08 23.90
1242.jpg -2.70 -0.20 23.60 2.71 23.60
1243.jpg -2.50 0.10 23.60 2.50 23.60
1244.jpg -2.20 0.70 22.60 2.31 22.60
1245.jpg -2.00 1.30 22.00 2.39 22.00
1246.jpg -1.50 1.80 21.40 2.34 21.40
1247.jpg -1.10 2.50 21.20 2.73 21.20
1248.jpg 3.70 2.00 17.70 4.21 17.70
1249.jpg 3.20 2.10 18.60 3.83 18.60
1250.jpg 3.10 1.50 17.90 3.44 17.90
1251.jpg 3.30 0.40 18.40 3.32 18.40
1252.jpg 3.30 -0.50 18.30 3.34 18.30
1253.jpg 3.40 -0.80 18.50 3.49 18.50
1254.jpg 3.30 -1.40 19.40 3.58 19.40
1255.jpg 3.40 -1.90 19.40 3.89 19.40
1256.jpg 3.10 -2.10 19.10 3.74 19.10
1257.jpg 0.60 -3.40 16.70 3.45 16.70
1258.jpg 0.10 -2.50 17.20 2.50 17.20
1259.jpg 0.70 -3.00 16.60 3.08 16.60
1260.jpg 0.50 -2.40 15.70 2.45 15.70
1261.jpg 0.90 -2.60 15.70 2.75 15.70
1262.jpg 0.70 -2.00 15.60 2.12 15.60
1263.jpg 1.10 -1.60 15.20 1.94 15.20
1264.jpg 0.60 0.30 16.70 0.67 16.70
1265.jpg 0.40 0.30 17.00 0.50 17.00
1266.jpg 0.20 0.40 17.00 0.45 17.00
1267.jpg 0.10 0.20 16.60 0.22 16.60
1268.jpg 0.10 0.00 16.60 0.10 16.60
1269.jpg 0.20 -0.30 16.30 0.36 16.30
1270.jpg -0.10 -0.20 16.50 0.22 16.50
1271.jpg 0.10 -0.40 16.60 0.41 16.60
1272.jpg 0.20 -0.70 16.80 0.73 16.80
1273.jpg 0.30 -0.90 16.70 0.95 16.70
1274.jpg 0.50 -0.90 16.40 1.03 16.40
1275.jpg 0.70 -1.00 15.70 1.22 15.70
1276.jpg 0.20 -0.60 14.70 0.63 14.70
1277.jpg 1.70 -1.50 12.70 2.27 12.70
1278.jpg 1.70 -1.90 13.60 2.55 13.60
1279.jpg 1.80 -2.10 13.50 2.77 13.50
1280.jpg 1.90 -2.10 13.60 2.83 13.60
1281.jpg 1.90 -2.10 13.40 2.83 13.40
1282.jpg 1.90 -1.90 13.20 2.69 13.20
1283.jpg 2.00 -2.00 13.50 2.83 13.50
1284.jpg 2.00 -2.00 14.00 2.83 14.00
1285.jpg 2.10 -1.80 14.20 2.77 14.20
1286.jpg 2.30 -1.90 14.20 2.98 14.20
1287.jpg 2.20 -1.70 14.10 2.78 14.10
1288.jpg 1.00 0.00 16.70 1.00 16.70
1289.jpg 0.30 0.20 18.90 0.36 18.90
1290.jpg 0.00 -0.20 19.40 0.20 19.40
1291.jpg -0.50 -0.10 19.60 0.51 19.60
1292.jpg -0.20 -0.50 19.60 0.54 19.60
1293.jpg -0.20 -1.00 19.40 1.02 19.40
1294.jpg -0.20 -1.10 19.60 1.12 19.60
1295.jpg 0.10 -1.00 18.40 1.00 18.40
1296.jpg 0.10 -0.70 17.60 0.71 17.60
1297.jpg 0.20 -0.70 16.90 0.73 16.90
1298.jpg 0.20 -0.60 17.00 0.63 17.00
1299.jpg 2.40 -2.20 19.60 3.26 19.60
1300.jpg 2.80 -2.10 19.30 3.50 19.30
1301.jpg 2.80 -1.80 19.10 3.33 19.10
1302.jpg 2.40 -1.60 19.00 2.88 19.00
1303.jpg 2.30 -1.60 18.80 2.80 18.80
1304.jpg 2.40 -1.40 18.20 2.78 18.20
1305.jpg 2.30 -1.20 17.50 2.59 17.50
1306.jpg 2.10 -1.10 17.00 2.37 17.00
1307.jpg 2.00 -1.00 16.70 2.24 16.70
1308.jpg 1.90 -1.00 16.30 2.15 16.30
1309.jpg 1.70 -0.90 15.50 1.92 15.50
1310.jpg -0.30 -1.10 16.30 1.14 16.30
1311.jpg -0.50 -1.20 16.60 1.30 16.60
1312.jpg -0.60 -1.30 16.90 1.43 16.90
1313.jpg -0.70 -1.30 16.60 1.48 16.60
1314.jpg -0.80 -1.20 16.10 1.44 16.10
1315.jpg -0.80 -1.10 15.20 1.36 15.20
1316.jpg -0.50 -1.30 14.40 1.39 14.40
1317.jpg -0.40 -1.20 13.50 1.26 13.50
1318.jpg -0.40 -1.10 13.10 1.17 13.10
1319.jpg -0.50 -1.10 12.90 1.21 12.90
1320.jpg -0.50 -1.00 12.80 1.12 12.80
1321.jpg -0.40 -1.00 12.80 1.08 12.80
1322.jpg -0.60 -1.00 12.60 1.17 12.60
1323.jpg -0.60 -1.00 12.60 1.17 12.60
1324.jpg -0.70 -0.90 12.80 1.14 12.80
1325.jpg 0.70 -0.60 9.40 0.92 9.40
1326.jpg 0.60 -0.70 9.80 0.92 9.80
1327.jpg 0.70 -0.90 10.00 1.14 10.00
1328.jpg 0.70 -1.10 10.20 1.30 10.20
1329.jpg 0.60 -1.20 10.50 1.34 10.50
1330.jpg 0.60 -1.00 10.40 1.17 10.40
1331.jpg 0.40 -0.80 9.50 0.89 9.50
1332.jpg 0.20 -0.70 9.00 0.73 9.00
1333.jpg 0.30 -0.80 8.90 0.85 8.90
1334.jpg 0.30 -0.70 8.80 0.76 8.80
1335.jpg 0.70 -0.60 8.30 0.92 8.30
1336.jpg 0.60 -0.60 8.30 0.85 8.30
1337.jpg 0.30 -0.50 7.80 0.58 7.80
1338.jpg 0.10 0.60 9.80 0.61 9.80
1339.jpg 0.10 0.40 10.60 0.41 10.60
1340.jpg 0.30 0.20 10.50 0.36 10.50
1341.jpg 0.10 0.00 10.40 0.10 10.40
1342.jpg 0.10 0.00 10.30 0.10 10.30
1343.jpg 0.20 -0.20 10.20 0.28 10.20
1344.jpg 0.20 -0.40 9.80 0.45 9.80
1345.jpg 0.20 -0.60 9.40 0.63 9.40
1346.jpg 0.20 -0.60 9.00 0.63 9.00
1347.jpg 0.00 -0.50 8.90 0.50 8.90
1348.jpg 0.10 -0.50 9.20 0.51 9.20
1349.jpg -0.20 -1.00 10.50 1.02 10.50
1350.jpg -0.50 -1.50 12.00 1.58 12.00
1351.jpg -0.80 -1.30 12.50 1.53 12.50
1352.jpg -0.50 -1.60 13.10 1.68 13.10
1353.jpg -0.60 -1.60 13.20 1.71 13.20
1354.jpg -0.50 -1.30 12.80 1.39 12.80
1355.jpg -0.70 -0.80 12.00 1.06 12.00
1356.jpg -0.80 -0.80 11.70 1.13 11.70
1357.jpg -0.50 -0.80 11.50 0.94 11.50
1358.jpg -0.60 -0.60 11.20 0.85 11.20
1359.jpg -0.70 -0.30 10.70 0.76 10.70
1360.jpg 0.00 0.20 11.50 0.20 11.50
1361.jpg 0.20 0.00 11.10 0.20 11.10
1362.jpg 0.30 -0.40 11.00 0.50 11.00
1363.jpg 0.40 -0.70 10.70 0.81 10.70
1364.jpg 0.30 -0.80 10.60 0.85 10.60
1365.jpg 0.20 -0.70 10.40 0.73 10.40
1366.jpg 0.40 -1.00 10.30 1.08 10.30
1367.jpg 0.40 -1.00 10.00 1.08 10.00
1368.jpg 0.30 -1.30 9.80 1.33 9.80
1369.jpg 0.20 -1.30 9.80 1.32 9.80
1370.jpg 0.10 -1.80 9.90 1.80 9.90
1371.jpg 1.20 -0.50 7.90 1.30 7.90
1372.jpg 1.40 -0.60 8.30 1.52 8.30
1373.jpg 1.40 -0.70 8.00 1.57 8.00
1374.jpg 1.30 -0.40 7.50 1.36 7.50
1375.jpg 1.20 -0.20 7.30 1.22 7.30
1376.jpg 1.30 -0.20 7.40 1.32 7.40
1377.jpg 1.30 -0.40 7.10 1.36 7.10
1378.jpg 1.20 -0.30 6.60 1.24 6.60
1379.jpg 1.30 -0.30 6.40 1.33 6.40
1380.jpg 1.10 -0.30 6.30 1.14 6.30
1381.jpg 1.00 -0.30 6.00 1.04 6.00
1382.jpg 0.50 0.50 8.80 0.71 8.80
1383.jpg 0.50 0.50 8.60 0.71 8.60
1384.jpg 0.40 0.50 8.30 0.64 8.30
1385.jpg 0.40 0.50 8.00 0.64 8.00
1386.jpg 0.50 0.50 8.00 0.71 8.00
1387.jpg 0.50 0.40 7.80 0.64 7.80
1388.jpg 0.60 0.40 7.70 0.72 7.70
1389.jpg 0.50 0.40 7.50 0.64 7.50
1390.jpg 0.50 0.50 7.50 0.71 7.50
1391.jpg 0.30 0.50 7.40 0.58 7.40
1392.jpg 1.00 -0.30 8.40 1.04 8.40
1393.jpg 1.00 -0.40 8.50 1.08 8.50
1394.jpg 1.10 -0.60 8.40 1.25 8.40
1395.jpg 1.00 -0.70 8.30 1.22 8.30
1396.jpg 1.00 -0.70 8.40 1.22 8.40
1397.jpg 0.90 -0.60 8.30 1.08 8.30
1398.jpg 0.90 -0.50 8.20 1.03 8.20
1399.jpg 0.90 -0.50 8.00 1.03 8.00
1400.jpg 0.90 -0.50 7.80 1.03 7.80
1401.jpg 0.80 -0.40 7.30 0.89 7.30
1402.jpg 0.20 0.30 8.60 0.36 8.60
1403.jpg 0.10 0.30 8.60 0.32 8.60
1404.jpg 0.00 0.30 8.50 0.30 8.50
1405.jpg 0.10 0.30 8.40 0.32 8.40
1406.jpg 0.10 0.30 8.30 0.32 8.30
1407.jpg -0.20 0.40 8.10 0.45 8.10
1408.jpg -0.10 0.40 7.90 0.41 7.90
1409.jpg 0.20 0.50 7.40 0.54 7.40
1410.jpg 0.20 0.50 7.10 0.54 7.10
1411.jpg 0.10 0.50 7.10 0.51 7.10
1412.jpg 0.20 0.30 6.80 0.36 6.80
1413.jpg 0.30 0.50 6.30 0.58 6.30
1414.jpg 0.20 0.60 5.90 0.63 5.90
1415.jpg 1.30 0.00 8.80 1.30 8.80
1416.jpg 1.50 -0.30 8.90 1.53 8.90
1417.jpg 1.40 -0.30 8.80 1.43 8.80
1418.jpg 1.60 -0.60 8.70 1.71 8.70
1419.jpg 1.40 -0.60 8.70 1.52 8.70
1420.jpg 1.30 -0.60 8.40 1.43 8.40
1421.jpg 1.20 -0.50 8.10 1.30 8.10
1422.jpg 1.10 -0.40 8.00 1.17 8.00
1423.jpg 0.90 -0.40 7.70 0.98 7.70
1424.jpg 0.70 -0.20 7.60 0.73 7.60
1425.jpg 0.60 0.10 9.10 0.61 9.10
1426.jpg 0.70 -0.10 9.10 0.71 9.10
1427.jpg 0.70 0.10 9.20 0.71 9.20
1428.jpg 0.60 0.10 9.30 0.61 9.30
1429.jpg 0.70 -0.10 9.30 0.71 9.30
1430.jpg 0.70 -0.20 9.20 0.73 9.20
1431.jpg 0.70 -0.20 9.20 0.73 9.20
1432.jpg 0.70 -0.30 9.10 0.76 9.10
1433.jpg 0.60 -0.40 9.10 0.72 9.10
1434.jpg 0.70 -0.40 8.90 0.81 8.90
1435.jpg 0.70 -0.50 8.60 0.86 8.60
1436.jpg 0.70 -0.50 8.30 0.86 8.30
1437.jpg 0.60 -0.80 9.40 1.00 9.40
1438.jpg 0.70 -1.00 9.80 1.22 9.80
1439.jpg 0.70 -1.00 9.60 1.22 9.60
1440.jpg 0.60 -0.70 9.20 0.92 9.20
1441.jpg 0.70 -0.80 9.20 1.06 9.20
1442.jpg 0.70 -0.80 9.30 1.06 9.30
1443.jpg 0.80 -0.80 9.30 1.13 9.30
1444.jpg 0.60 -0.60 9.30 0.85 9.30
1445.jpg 0.90 -0.70 9.10 1.14 9.10
1446.jpg 0.80 -0.70 9.10 1.06 9.10
1447.jpg 0.80 -0.80 9.20 1.13 9.20
1448.jpg 0.30 0.40 9.70 0.50 9.70
1449.jpg 0.10 0.40 9.70 0.41 9.70
1450.jpg 0.10 0.40 9.80 0.41 9.80
1451.jpg 0.10 0.40 9.60 0.41 9.60
1452.jpg 0.30 0.40 9.30 0.50 9.30
1453.jpg 0.50 0.30 9.10 0.58 9.10
1454.jpg 0.50 0.30 9.00 0.58 9.00
1455.jpg 0.70 0.20 8.90 0.73 8.90
1456.jpg 0.60 0.20 8.60 0.63 8.60
1457.jpg 0.70 0.20 8.40 0.73 8.40
1458.jpg -0.10 0.50 9.00 0.51 9.00
1459.jpg -0.20 0.50 9.00 0.54 9.00
1460.jpg -0.30 0.70 8.80 0.76 8.80
1461.jpg -0.30 0.80 8.80 0.85 8.80
1462.jpg -0.30 0.80 8.50 0.85 8.50
1463.jpg -0.30 0.80 8.30 0.85 8.30
1464.jpg -0.30 0.90 8.20 0.95 8.20
1465.jpg -0.40 1.00 8.10 1.08 8.10
1466.jpg -0.40 1.10 8.30 1.17 8.30
1467.jpg -0.30 1.10 8.30 1.14 8.30
1468.jpg -0.40 1.00 8.10 1.08 8.10
1469.jpg -0.20 0.90 8.00 0.92 8.00
1470.jpg -0.20 1.10 7.80 1.12 7.80
1471.jpg -0.20 0.70 7.80 0.73 7.80
1472.jpg -0.20 0.70 6.90 0.73 6.90
1473.jpg 0.80 0.20 9.50 0.82 9.50
1474.jpg 0.70 0.20 9.50 0.73 9.50
1475.jpg 0.70 0.20 9.20 0.73 9.20
1476.jpg 0.70 0.10 8.80 0.71 8.80
1477.jpg 0.60 0.00 8.60 0.60 8.60
1478.jpg 0.50 -0.10 8.40 0.51 8.40
1479.jpg 0.40 -0.30 8.30 0.50 8.30
1480.jpg 0.70 -0.40 8.30 0.81 8.30
1481.jpg 0.70 -0.50 8.20 0.86 8.20
1482.jpg 0.70 -0.60 8.20 0.92 8.20
1483.jpg 0.80 -0.70 8.10 1.06 8.10
1484.jpg 0.60 -0.70 7.80 0.92 7.80
1485.jpg 0.70 -0.70 6.60 0.99 6.60
1486.jpg 0.60 -0.30 4.40 0.67 4.40
1487.jpg 0.70 -0.20 3.10 0.73 3.10
1488.jpg 0.50 0.60 9.10 0.78 9.10
1489.jpg 0.30 0.70 9.20 0.76 9.20
1490.jpg 0.20 0.70 9.00 0.73 9.00
1491.jpg 0.10 0.70 8.50 0.71 8.50
1492.jpg 0.20 0.90 8.40 0.92 8.40
1493.jpg 0.20 1.20 8.20 1.22 8.20
1494.jpg 0.10 1.10 8.10 1.10 8.10
1495.jpg 0.10 1.20 7.90 1.20 7.90
1496.jpg 0.00 1.40 7.90 1.40 7.90
1497.jpg 0.20 1.30 7.80 1.32 7.80
1498.jpg 0.20 1.20 7.50 1.22 7.50
1499.jpg 0.40 1.10 6.50 1.17 6.50
1500.jpg 0.70 0.70 7.70 0.99 7.70
1501.jpg 0.70 0.70 8.00 0.99 8.00
1502.jpg 0.50 0.90 7.60 1.03 7.60
1503.jpg 0.40 0.90 7.30 0.98 7.30
1504.jpg 0.70 0.80 7.30 1.06 7.30
1505.jpg 0.70 0.80 7.20 1.06 7.20
1506.jpg 0.60 0.70 7.20 0.92 7.20
1507.jpg 0.60 0.60 7.20 0.85 7.20
1508.jpg 0.70 0.60 7.20 0.92 7.20
1509.jpg 0.70 0.40 7.50 0.81 7.50
1510.jpg 0.80 0.20 7.40 0.82 7.40
1511.jpg 0.70 0.20 7.30 0.73 7.30
1512.jpg 0.40 0.20 7.70 0.45 7.70
1513.jpg 0.60 0.10 7.10 0.61 7.10
